match_id,innings,team,player,runs,balls,fours,sixes,strike_rate,dismissal,not_out
IPL_2023_001,1,SRH,Travis Head,11,8,0,0,137.5,run out,0
IPL_2023_001,1,SRH,Abhishek Sharma,18,10,0,0,180.0,b Cummins,0
IPL_2023_001,1,SRH,Rahul Tripathi,58,36,5,3,161.11,c Dhoni b Bumrah,0
IPL_2023_001,1,SRH,Aiden Markram,41,33,1,1,124.24,lbw b Chahal,0
IPL_2023_001,1,SRH,Heinrich Klaasen,39,23,3,1,169.57,b Cummins,0
IPL_2023_001,1,SRH,Nitish Kumar Reddy,15,10,0,0,150.0,b Cummins,0
IPL_2023_001,2,CSK,Ruturaj Gaikwad,14,8,1,0,175.0,c Dhoni b Bumrah,0
IPL_2023_001,2,CSK,Rachin Ravindra,50,31,4,2,161.29,c Dhoni b Bumrah,0
IPL_2023_001,2,CSK,Ajinkya Rahane,27,19,2,1,142.11,run out,0
IPL_2023_001,2,CSK,Daryl Mitchell,56,34,3,3,164.71,c & b Narine,0
IPL_2023_001,2,CSK,Shivam Dube,19,13,1,0,146.15,lbw b Chahal,0
IPL_2023_001,2,CSK,Ravindra Jadeja,13,8,1,0,162.5,run out,0
IPL_2023_001,2,CSK,MS Dhoni,12,7,1,0,171.43,b Cummins,0
IPL_2023_002,1,LSG,KL Rahul,18,15,1,1,120.0,run out,0
IPL_2023_002,1,LSG,Quinton de Kock,16,11,1,1,145.45,b Cummins,0
IPL_2023_002,1,LSG,Marcus Stoinis,16,11,1,0,145.45,lbw b Chahal,0
IPL_2023_002,1,LSG,Nicholas Pooran,20,16,1,0,125.0,lbw b Chahal,0
IPL_2023_002,1,LSG,Ayush Badoni,19,16,2,0,118.75,b Cummins,0
IPL_2023_002,1,LSG,Deepak Hooda,24,18,2,1,133.33,c Dhoni b Bumrah,0
IPL_2023_002,1,LSG,Krunal Pandya,17,10,1,0,170.0,c & b Narine,0
IPL_2023_002,1,LSG,Ravi Bishnoi,21,14,2,0,150.0,b Cummins,0
IPL_2023_002,1,LSG,Mohsin Khan,16,9,1,0,177.78,not out,1
IPL_2023_002,2,DC,David Warner,38,27,2,1,140.74,c & b Narine,0
IPL_2023_002,2,DC,Prithvi Shaw,28,24,3,0,116.67,b Cummins,0
IPL_2023_002,2,DC,Jake Fraser-McGurk,15,12,1,0,125.0,run out,0
IPL_2023_002,2,DC,Rishabh Pant,57,36,2,3,158.33,run out,0
IPL_2023_002,2,DC,Tristan Stubbs,32,21,1,1,152.38,lbw b Chahal,0
IPL_2023_003,1,DC,David Warner,24,14,2,0,171.43,lbw b Chahal,0
IPL_2023_003,1,DC,Prithvi Shaw,37,26,3,1,142.31,run out,0
IPL_2023_003,1,DC,Jake Fraser-McGurk,21,16,2,0,131.25,c Dhoni b Bumrah,0
IPL_2023_003,1,DC,Rishabh Pant,56,35,5,1,160.0,lbw b Chahal,0
IPL_2023_003,1,DC,Tristan Stubbs,14,8,1,0,175.0,c Dhoni b Bumrah,0
IPL_2023_003,1,DC,Axar Patel,24,21,2,1,114.29,not out,1
IPL_2023_003,2,PBKS,Shikhar Dhawan,36,26,3,1,138.46,run out,0
IPL_2023_003,2,PBKS,Jonny Bairstow,45,29,2,2,155.17,run out,0
IPL_2023_003,2,PBKS,Prabhsimran Singh,10,8,0,0,125.0,run out,0
IPL_2023_003,2,PBKS,Rilee Rossouw,35,23,1,1,152.17,b Cummins,0
IPL_2023_003,2,PBKS,Sam Curran,54,34,3,3,158.82,not out,1
IPL_2023_004,1,SRH,Travis Head,53,29,2,2,182.76,lbw b Chahal,0
IPL_2023_004,1,SRH,Abhishek Sharma,39,25,3,1,156.0,c Dhoni b Bumrah,0
IPL_2023_004,1,SRH,Rahul Tripathi,18,10,2,0,180.0,b Cummins,0
IPL_2023_004,1,SRH,Aiden Markram,19,11,1,0,172.73,b Cummins,0
IPL_2023_004,1,SRH,Heinrich Klaasen,36,21,2,2,171.43,b Cummins,0
IPL_2023_004,1,SRH,Nitish Kumar Reddy,29,17,1,1,170.59,c Dhoni b Bumrah,0
IPL_2023_004,1,SRH,Abdul Samad,10,7,0,0,142.86,run out,0
IPL_2023_004,2,CSK,Ruturaj Gaikwad,13,8,0,0,162.5,lbw b Chahal,0
IPL_2023_004,2,CSK,Rachin Ravindra,27,23,1,1,117.39,run out,0
IPL_2023_004,2,CSK,Ajinkya Rahane,41,35,2,1,117.14,c & b Narine,0
IPL_2023_004,2,CSK,Daryl Mitchell,18,11,2,0,163.64,b Cummins,0
IPL_2023_004,2,CSK,Shivam Dube,16,11,2,0,145.45,c & b Narine,0
IPL_2023_004,2,CSK,Ravindra Jadeja,23,20,1,0,115.0,run out,0
IPL_2023_004,2,CSK,MS Dhoni,19,12,2,0,158.33,b Cummins,0
IPL_2023_005,1,LSG,KL Rahul,39,30,1,1,130.0,b Cummins,0
IPL_2023_005,1,LSG,Quinton de Kock,15,10,1,0,150.0,run out,0
IPL_2023_005,1,LSG,Marcus Stoinis,22,16,2,0,137.5,b Cummins,0
IPL_2023_005,1,LSG,Nicholas Pooran,15,10,0,0,150.0,run out,0
IPL_2023_005,1,LSG,Ayush Badoni,49,32,4,1,153.12,run out,0
IPL_2023_005,1,LSG,Deepak Hooda,10,9,0,0,111.11,run out,0
IPL_2023_005,1,LSG,Krunal Pandya,19,13,0,1,146.15,b Cummins,0
IPL_2023_005,2,MI,Rohit Sharma,15,13,0,0,115.38,run out,0
IPL_2023_005,2,MI,Ishan Kishan,29,19,2,1,152.63,c & b Narine,0
IPL_2023_005,2,MI,Suryakumar Yadav,19,16,2,0,118.75,lbw b Chahal,0
IPL_2023_005,2,MI,Tilak Varma,34,27,2,0,125.93,c & b Narine,0
IPL_2023_005,2,MI,Hardik Pandya,12,10,1,0,120.0,c Dhoni b Bumrah,0
IPL_2023_005,2,MI,Tim David,23,16,2,0,143.75,run out,0
IPL_2023_005,2,MI,Romario Shepherd,32,19,1,1,168.42,not out,1
IPL_2023_006,1,SRH,Travis Head,48,29,4,1,165.52,c & b Narine,0
IPL_2023_006,1,SRH,Abhishek Sharma,23,14,1,1,164.29,lbw b Chahal,0
IPL_2023_006,1,SRH,Rahul Tripathi,39,25,1,1,156.0,lbw b Chahal,0
IPL_2023_006,1,SRH,Aiden Markram,58,38,5,3,152.63,b Cummins,0
IPL_2023_006,1,SRH,Heinrich Klaasen,19,14,2,0,135.71,not out,1
IPL_2023_006,2,KKR,Phil Salt,60,33,4,3,181.82,b Cummins,0
IPL_2023_006,2,KKR,Sunil Narine,19,11,1,0,172.73,b Cummins,0
IPL_2023_006,2,KKR,Venkatesh Iyer,39,26,2,2,150.0,run out,0
IPL_2023_006,2,KKR,Shreyas Iyer,30,22,1,1,136.36,c & b Narine,0
IPL_2023_006,2,KKR,Rinku Singh,28,24,2,1,116.67,b Cummins,0
IPL_2023_006,2,KKR,Andre Russell,6,4,0,0,150.0,not out,1
IPL_2023_007,1,LSG,KL Rahul,37,29,2,0,127.59,run out,0
IPL_2023_007,1,LSG,Quinton de Kock,14,9,1,0,155.56,run out,0
IPL_2023_007,1,LSG,Marcus Stoinis,36,21,2,2,171.43,c Dhoni b Bumrah,0
IPL_2023_007,1,LSG,Nicholas Pooran,38,21,1,1,180.95,run out,0
IPL_2023_007,1,LSG,Ayush Badoni,68,38,5,3,178.95,c & b Narine,0
IPL_2023_007,1,LSG,Deepak Hooda,3,2,0,0,150.0,not out,1
IPL_2023_007,2,DC,David Warner,26,19,2,1,136.84,run out,0
IPL_2023_007,2,DC,Prithvi Shaw,45,38,2,2,118.42,b Cummins,0
IPL_2023_007,2,DC,Jake Fraser-McGurk,52,31,5,1,167.74,lbw b Chahal,0
IPL_2023_007,2,DC,Rishabh Pant,36,26,3,1,138.46,run out,0
IPL_2023_007,2,DC,Tristan Stubbs,10,6,0,0,166.67,not out,1
IPL_2023_008,1,MI,Rohit Sharma,26,22,1,0,118.18,run out,0
IPL_2023_008,1,MI,Ishan Kishan,22,16,2,0,137.5,run out,0
IPL_2023_008,1,MI,Suryakumar Yadav,67,38,3,4,176.32,c & b Narine,0
IPL_2023_008,1,MI,Tilak Varma,45,27,2,1,166.67,b Cummins,0
IPL_2023_008,1,MI,Hardik Pandya,20,17,1,0,117.65,run out,0
IPL_2023_008,2,CSK,Ruturaj Gaikwad,40,23,3,2,173.91,run out,0
IPL_2023_008,2,CSK,Rachin Ravindra,43,27,1,2,159.26,b Cummins,0
IPL_2023_008,2,CSK,Ajinkya Rahane,50,32,3,2,156.25,c Dhoni b Bumrah,0
IPL_2023_008,2,CSK,Daryl Mitchell,11,9,0,0,122.22,c Dhoni b Bumrah,0
IPL_2023_008,2,CSK,Shivam Dube,18,15,1,0,120.0,b Cummins,0
IPL_2023_008,2,CSK,Ravindra Jadeja,25,14,2,1,178.57,c & b Narine,0
IPL_2023_009,1,KKR,Phil Salt,19,13,2,0,146.15,lbw b Chahal,0
IPL_2023_009,1,KKR,Sunil Narine,45,33,4,1,136.36,run out,0
IPL_2023_009,1,KKR,Venkatesh Iyer,25,16,2,0,156.25,c Dhoni b Bumrah,0
IPL_2023_009,1,KKR,Shreyas Iyer,62,34,3,3,182.35,run out,0
IPL_2023_009,1,KKR,Rinku Singh,39,24,4,1,162.5,lbw b Chahal,0
IPL_2023_009,2,MI,Rohit Sharma,39,27,2,1,144.44,c Dhoni b Bumrah,0
IPL_2023_009,2,MI,Ishan Kishan,25,17,2,0,147.06,run out,0
IPL_2023_009,2,MI,Suryakumar Yadav,50,32,3,2,156.25,b Cummins,0
IPL_2023_009,2,MI,Tilak Varma,13,9,1,0,144.44,c Dhoni b Bumrah,0
IPL_2023_009,2,MI,Hardik Pandya,45,25,4,1,180.0,run out,0
IPL_2023_009,2,MI,Tim David,11,10,1,0,110.0,not out,1
IPL_2023_010,1,GT,Shubman Gill,20,18,0,1,111.11,b Cummins,0
IPL_2023_010,1,GT,Wriddhiman Saha,38,28,2,0,135.71,c Dhoni b Bumrah,0
IPL_2023_010,1,GT,Sai Sudharsan,34,25,3,1,136.0,lbw b Chahal,0
IPL_2023_010,1,GT,David Miller,43,36,3,1,119.44,c Dhoni b Bumrah,0
IPL_2023_010,1,GT,Azmatullah Omarzai,23,13,0,1,176.92,run out,0
IPL_2023_010,2,KKR,Phil Salt,39,24,2,2,162.5,b Cummins,0
IPL_2023_010,2,KKR,Sunil Narine,46,27,3,2,170.37,c Dhoni b Bumrah,0
IPL_2023_010,2,KKR,Venkatesh Iyer,29,19,2,1,152.63,run out,0
IPL_2023_010,2,KKR,Shreyas Iyer,47,29,3,2,162.07,c & b Narine,0
IPL_2023_011,1,RR,Yashasvi Jaiswal,51,34,2,2,150.0,lbw b Chahal,0
IPL_2023_011,1,RR,Jos Buttler,21,16,1,1,131.25,lbw b Chahal,0
IPL_2023_011,1,RR,Sanju Samson,56,34,2,2,164.71,lbw b Chahal,0
IPL_2023_011,1,RR,Riyan Parag,49,31,2,3,158.06,lbw b Chahal,0
IPL_2023_011,1,RR,Dhruv Jurel,9,5,0,0,180.0,c & b Narine,0
IPL_2023_011,2,MI,Rohit Sharma,19,16,2,0,118.75,run out,0
IPL_2023_011,2,MI,Ishan Kishan,61,36,3,3,169.44,run out,0
IPL_2023_011,2,MI,Suryakumar Yadav,46,29,1,2,158.62,c & b Narine,0
IPL_2023_011,2,MI,Tilak Varma,53,34,3,3,155.88,c Dhoni b Bumrah,0
IPL_2023_011,2,MI,Hardik Pandya,6,5,0,0,120.0,b Cummins,0
IPL_2023_012,1,LSG,KL Rahul,57,35,2,2,162.86,c Dhoni b Bumrah,0
IPL_2023_012,1,LSG,Quinton de Kock,36,28,2,1,128.57,c Dhoni b Bumrah,0
IPL_2023_012,1,LSG,Marcus Stoinis,51,34,4,2,150.0,b Cummins,0
IPL_2023_012,1,LSG,Nicholas Pooran,32,18,3,1,177.78,b Cummins,0
IPL_2023_012,1,LSG,Ayush Badoni,7,5,0,0,140.0,not out,1
IPL_2023_012,2,CSK,Ruturaj Gaikwad,51,37,3,2,137.84,b Cummins,0
IPL_2023_012,2,CSK,Rachin Ravindra,18,12,1,0,150.0,lbw b Chahal,0
IPL_2023_012,2,CSK,Ajinkya Rahane,57,33,4,1,172.73,c & b Narine,0
IPL_2023_012,2,CSK,Daryl Mitchell,43,24,1,2,179.17,c & b Narine,0
IPL_2023_012,2,CSK,Shivam Dube,16,14,0,0,114.29,c Dhoni b Bumrah,0
IPL_2023_013,1,RCB,Faf du Plessis,14,12,1,0,116.67,c & b Narine,0
IPL_2023_013,1,RCB,Virat Kohli,46,30,3,2,153.33,c Dhoni b Bumrah,0
IPL_2023_013,1,RCB,Will Jacks,20,13,1,1,153.85,c & b Narine,0
IPL_2023_013,1,RCB,Rajat Patidar,38,21,1,2,180.95,c Dhoni b Bumrah,0
IPL_2023_013,1,RCB,Glenn Maxwell,12,9,1,0,133.33,run out,0
IPL_2023_013,1,RCB,Cameron Green,38,22,1,2,172.73,run out,0
IPL_2023_013,1,RCB,Dinesh Karthik,23,13,1,0,176.92,not out,1
IPL_2023_013,2,SRH,Travis Head,47,32,2,2,146.88,b Cummins,0
IPL_2023_013,2,SRH,Abhishek Sharma,60,37,5,1,162.16,run out,0
IPL_2023_013,2,SRH,Rahul Tripathi,46,38,1,3,121.05,c Dhoni b Bumrah,0
IPL_2023_013,2,SRH,Aiden Markram,15,13,1,0,115.38,b Cummins,0
IPL_2023_014,1,PBKS,Shikhar Dhawan,26,18,3,0,144.44,lbw b Chahal,0
IPL_2023_014,1,PBKS,Jonny Bairstow,30,18,1,1,166.67,run out,0
IPL_2023_014,1,PBKS,Prabhsimran Singh,53,36,5,1,147.22,c & b Narine,0
IPL_2023_014,1,PBKS,Rilee Rossouw,36,25,2,1,144.0,run out,0
IPL_2023_014,1,PBKS,Sam Curran,25,17,2,1,147.06,lbw b Chahal,0
IPL_2023_014,1,PBKS,Jitesh Sharma,9,6,1,0,150.0,not out,1
IPL_2023_014,2,MI,Rohit Sharma,35,28,1,2,125.0,b Cummins,0
IPL_2023_014,2,MI,Ishan Kishan,50,30,3,2,166.67,c Dhoni b Bumrah,0
IPL_2023_014,2,MI,Suryakumar Yadav,47,33,2,2,142.42,b Cummins,0
IPL_2023_014,2,MI,Tilak Varma,19,13,0,1,146.15,b Cummins,0
IPL_2023_014,2,MI,Hardik Pandya,20,13,2,0,153.85,b Cummins,0
IPL_2023_014,2,MI,Tim David,4,3,0,0,133.33,not out,1
IPL_2023_015,1,LSG,KL Rahul,22,15,2,0,146.67,b Cummins,0
IPL_2023_015,1,LSG,Quinton de Kock,46,31,2,1,148.39,c Dhoni b Bumrah,0
IPL_2023_015,1,LSG,Marcus Stoinis,22,16,1,1,137.5,c Dhoni b Bumrah,0
IPL_2023_015,1,LSG,Nicholas Pooran,22,17,0,1,129.41,c Dhoni b Bumrah,0
IPL_2023_015,1,LSG,Ayush Badoni,33,22,1,1,150.0,b Cummins,0
IPL_2023_015,1,LSG,Deepak Hooda,25,19,2,0,131.58,c & b Narine,0
IPL_2023_015,2,SRH,Travis Head,49,38,4,1,128.95,c & b Narine,0
IPL_2023_015,2,SRH,Abhishek Sharma,57,37,2,2,154.05,b Cummins,0
